證券代號,證券名稱,成交數量,成交筆數,成交金額,成交價,最後揭示買量,最後揭示賣量
087350,台表科統一44購01,0,0,0,0.72,0,0
087352,帝寶統一44購02,0,0,0,0.68,0,0
087355,華紙國票3C購01,0,0,0,1.56,0,0
087356,中鴻國票3B購01,0,0,0,1.8,0,0
087357,大成鋼國票3B購01,0,0,0,1.58,0,0
087358,正新國票3B購01,0,0,0,1.69,0,0
087359,大同國票3A購02,0,0,0,1.66,0,0
087360,大同國票3A購03,0,0,0,1.6,0,0
087364,一詮國票3B購01,0,0,0,4.58,0,0
087365,一詮國票3C購01,0,0,0,3.47,0,0
087366,怡利電國票3C購01,0,0,0,1.94,0,0
087367,長榮太國票3C購01,0,0,0,1.15,0,0
087368,旺旺保國票3B購01,0,0,0,1.93,0,0
087369,旺旺保國票41購01,0,0,0,2.08,0,0
087370,農林國票3C購01,0,0,0,1.72,0,0
087375,遠傳國票3C購01,0,0,0,1.51,0,0
087377,工信國票3B購01,0,0,0,2.03,0,0
087378,工信國票41購01,0,0,0,2.3,0,0
087379,工信國票43購01,0,0,0,1.9,0,0
087380,亞翔國票3A購07,0,0,0,5.25,0,0
087381,亞翔國票44購01,0,0,0,2.93,5,0
087382,佳必琪國票3A購03,0,0,0,3.45,0,0
087388,華電元大3A購02,0,0,0,1.34,0,0
087389,華榮元大3A購01,0,0,0,3.4,0,0
08738U,東哥國票35售01,0,0,0,0.03,0,0
087391,上銀元大3A購01,0,0,0,1.01,0,0
087392,上銀元大3A購02,0,0,0,1.2,0,0
087393,上銀元大41購01,0,0,0,1.01,0,0
087394,光寶科元大3A購02,0,0,0,0.85,0,0
087395,光寶科元大3A購03,0,0,0,0.77,0,0
087396,光寶科元大41購02,0,0,0,0.87,0,0
087401,鴻海元大3A購10,0,0,0,0.86,0,0
087404,國巨元大3B購01,0,0,0,3.57,0,0
087405,台積電元大3A購16,0,0,0,1.53,0,0
087406,台積電元大3A購17,0,0,0,1.64,0,0
087407,台積電元大3A購18,0,0,0,1.73,0,0
087408,大同元大3A購06,0,0,0,1.18,0,0
087410,大同元大3B購01,0,0,0,1.12,0,0
087413,群光元大3A購05,0,0,0,1.27,0,0
087414,可成元大3A購01,0,0,0,0.91,0,0
087415,一詮元大3A購02,0,0,0,3,0,0
087416,一詮元大3A購03,0,0,0,2.33,0,0
087421,奇鋐元大3A購08,0,0,0,1.63,0,0
087423,奇鋐元大3A購10,0,0,0,1.54,0,0
087426,碩天元大3A購04,0,0,0,1.57,0,0
087428,材料元大3A購12,0,0,0,0.86,0,0
087435,瑞儀元大3A購03,0,0,0,1.11,0,0
087438,樺漢元大3A購05,0,0,0,1.62,0,0
087440,至上元大3A購04,0,0,0,3.13,0,0
087442,電子類元大3C購01,0,0,0,1.56,0,0
087443,第一銅群益3A購01,0,0,0,4.15,0,0
087444,大成鋼群益3C購02,0,0,0,1.9,0,0
087445,川湖群益3A購05,0,0,0,1.11,0,0
087446,光寶科群益3A購05,0,0,0,1,0,0
087449,華通群益3A購06,0,0,0,2.99,0,0
087450,鴻海群益3A購13,0,0,0,0.93,0,0
087451,鴻海群益3A購14,0,0,0,1.81,0,0
087452,鴻海群益3A購15,0,0,0,1.39,0,0
087455,國巨群益3A購02,0,0,0,2.07,0,0
087456,順德群益3C購01,0,0,0,0.8,0,0
087459,燿華群益3C購01,0,0,0,1.91,0,0
087463,群光群益3A購04,0,0,0,2.28,0,0
087469,一詮群益3C購01,0,0,0,2.19,0,0
087470,長榮航群益3A購06,0,0,0,2.53,0,0
087471,亞航群益3A購01,0,0,0,1.5,0,0
087472,亞航群益3C購01,0,0,0,1.5,0,0
087473,漢翔群益3A購01,0,0,0,2.67,0,0
087474,長榮太群益3A購01,0,0,0,0.92,0,0
087475,長榮太群益3C購01,0,0,0,0.81,0,0
087481,緯創群益3C購09,0,0,0,0.73,0,0
087482,緯創群益44購01,0,0,0,1.05,0,0
087483,台勝科群益3C購01,0,0,0,1.54,0,0
087485,碩天群益3A購01,0,0,0,2.23,0,0
087487,和碩群益3A購01,0,0,0,1.77,0,0
087488,天鈺群益3A購03,0,0,0,1.31,0,0
087490,聯茂群益3C購01,0,0,0,1.38,0,0
087493,緯穎群益44購01,0,0,0,1.17,0,0
087494,至上群益3A購01,0,0,0,2.01,0,0
087495,鈺齊群益3C購01,0,0,0,0.72,0,0
087498,華電元富44購01,0,0,0,1.65,0,0
087499,生達元富3B購01,0,0,0,1.68,0,0
087500,中鴻元富41購01,0,0,0,3.27,0,0
087503,一詮元富41購01,0,0,0,3.44,0,0
087504,怡利電元富41購01,0,0,0,1.19,0,0
087505,偉訓元富3B購01,0,0,0,1.94,0,0
087509,佳必琪元富3A購01,0,0,0,4.55,0,0
08750U,臺股指元大36售15,0,0,0,0.02,0,0
087510,佳必琪元富41購01,0,0,0,3.65,0,0
087511,佳必琪元富44購01,0,0,0,1.51,0,0
087513,瑞祺元富41購01,0,0,0,1.36,0,0
087515,建準兆豐3C購01,0,0,0,0.83,0,0
087517,晶碩兆豐41購01,0,0,0,0.89,0,0
087519,威盛國泰3C購01,0,0,0,0.78,0,0
087521,一詮國泰3C購01,0,0,0,0.92,0,0
087524,嘉澤國泰3C購01,0,0,0,1.07,0,0
087525,日月光國泰3C購01,0,0,0,0.85,0,0
087531,佳必琪國票42購01,0,0,0,2.88,0,0
087532,佳必琪國票43購01,0,0,0,2.23,0,0
087533,佳必琪國票44購01,0,0,0,2.37,0,0
087536,華新科台新3A購01,0,0,0,0.93,0,0
087537,國巨富邦3C購02,0,0,0,0.75,0,0
087538,鴻準富邦3C購01,0,0,0,0.76,0,0
087539,藍天富邦3C購01,0,0,0,0.95,0,0
087540,新光金富邦3C購01,0,0,0,0.75,0,0
087541,TPK富邦41購01,0,0,0,1.05,0,0
087542,凌華富邦3C購01,0,0,0,0.97,0,0
087544,中興電凱基3A購07,0,0,0,0.94,0,0
087547,亞德客凱基3A購01,0,0,0,1.11,0,0
087548,永光凱基3A購02,0,0,0,1.33,0,0
087549,勝一凱基3A購01,0,0,0,0.92,0,0
087552,海悅凱基3A購01,0,0,0,1.46,0,0
087553,鴻準凱基3A購01,0,0,0,0.77,0,0
087556,藍天凱基3A購01,0,0,0,0.86,0,0
087557,盟立凱基3A購01,0,0,0,1.11,35,0
087558,盟立凱基3A購02,0,0,0,1.34,0,0
087559,一詮凱基3C購01,0,0,0,0.9,0,0
087560,一詮凱基44購01,0,0,0,0.9,0,0
087561,華立凱基3A購01,0,0,0,1.32,0,0
087565,德律凱基3A購01,0,0,0,1.07,0,0
087566,偉訓凱基3B購01,0,0,0,1.04,0,0
087569,蔚華科凱基3A購02,0,0,0,0.88,0,0
087570,建漢凱基3A購01,0,0,0,0.65,0,0
087575,洋華凱基3A購02,0,0,0,0.65,0,0
087577,TPK凱基3A購02,0,0,0,0.93,0,0
087578,炎洲凱基3A購01,0,0,0,0.79,0,0
087579,瑞智凱基3A購01,0,0,0,1.11,0,0
087581,臻鼎凱基3A購01,0,0,0,0.63,0,0
087582,臻鼎凱基3B購01,0,0,0,0.71,0,0
087583,臻鼎凱基3C購01,0,0,0,0.92,0,0
087587,乙盛凱基3A購02,0,0,0,0.55,0,0
087588,崇越凱基3A購01,0,0,0,1.13,0,0
087589,凌華凱基3A購01,0,0,0,1.06,0,0
087590,帆宣凱基3A購01,0,0,0,1.28,0,0
087591,帆宣凱基3A購02,0,0,0,1.37,0,0
087596,樺漢凱基3A購02,0,0,0,0.67,0,0
087597,保瑞凱基3A購01,0,0,0,1.26,0,0
087598,保瑞凱基3B購01,0,0,0,1.33,0,0
087599,保瑞凱基3C購01,0,0,0,1.38,0,0
087600,達發凱基3A購01,0,0,0,1.04,0,0
087601,達發凱基3B購01,0,0,0,1.03,0,0
087602,達發凱基3C購01,0,0,0,1.02,0,0
087604,天虹凱基3A購01,0,0,0,1,0,0
087605,明基材凱基3A購01,0,0,0,0.93,0,0
087607,富邦媒凱基3A購01,0,0,0,1.28,0,0
087609,成霖凱基3A購01,0,0,0,1.27,0,0
087610,中興電中信42購01,0,0,0,0.92,0,0
087613,鴻準中信3B購01,0,0,0,1.08,0,0
087614,國票金中信3A購01,0,0,0,0.86,0,0
087615,創意中信3A購02,0,0,0,1.1,0,0
087616,創意中信3B購01,0,0,0,1.15,0,0
087617,創意中信3C購01,0,0,0,1,0,0
087618,創意中信41購01,0,0,0,1.02,0,0
087619,創意中信42購01,0,0,0,0.87,0,0
087621,臻鼎中信41購01,0,0,0,0.58,0,0
087622,帆宣中信3A購01,0,0,0,0.67,0,0
087623,聯茂中信3C購01,0,0,0,1.04,0,0
087624,晶碩中信3B購01,0,0,0,0.67,0,0
087625,達發中信3A購01,0,0,0,0.9,0,0
087626,達發中信3B購01,0,0,0,0.95,0,0
087631,和大永豐3A購01,0,0,0,0.94,0,0
087632,亞德客永豐3A購01,0,0,0,0.87,0,0
087634,鴻海永豐3C購05,0,0,0,0.99,0,0
087635,鴻海永豐41購01,0,0,0,0.99,0,0
087636,廣宇永豐3B購01,0,0,0,1.09,0,0
087637,廣宇永豐3C購01,0,0,0,1.5,0,0
087639,海悅永豐3C購01,0,0,0,1.03,0,0
087640,鴻準永豐3B購01,0,0,0,1.37,0,0
087641,鴻準永豐3C購01,0,0,0,1.09,0,0
087643,藍天永豐3C購01,0,0,0,1.5,0,0
087644,威盛永豐3A購03,0,0,0,1.01,0,0
087645,億光永豐3C購01,0,0,0,1.48,0,0
087646,毅嘉永豐3C購01,0,0,0,1.83,0,0
087647,志聖永豐41購01,0,0,0,1.36,0,0
087648,瑞軒永豐3C購01,0,0,0,1.09,0,0
087649,華新科永豐3C購01,0,0,0,0.65,0,0
087650,國產永豐3A購01,0,0,0,1.71,0,0
087651,華固永豐41購01,0,0,0,0.92,0,0
087652,長榮永豐3A購08,0,0,0,0.91,0,0
087653,漢翔永豐3A購01,0,0,0,0.77,0,0
087654,華立永豐41購01,0,0,0,1.2,0,0
087656,信邦永豐3A購01,0,0,0,1.2,0,0
087658,威健永豐3A購01,0,0,0,1.06,0,0
087659,華晶科永豐3C購02,0,0,0,0.91,0,0
087660,融程電永豐3B購01,0,0,0,0.73,0,0
087661,創意永豐3B購03,0,0,0,1.46,0,0
087662,創意永豐3C購01,0,0,0,1.28,0,0
087663,創意永豐42購01,0,0,0,1.85,0,0
087664,TPK永豐3C購01,0,0,0,1.61,0,0
087665,永崴控永豐3C購01,0,0,0,1.42,0,0
087666,定穎控永豐3C購02,0,0,0,2.41,0,0
087667,炎洲永豐3C購01,0,0,0,1.16,0,0
087668,三福化永豐3A購01,0,0,0,0.87,0,0
087672,崇越永豐3A購01,0,0,0,1.66,0,0
087673,豐藝永豐41購01,0,0,0,0.62,0,0
087674,帆宣永豐3B購01,0,0,0,1.12,0,0
087675,保瑞永豐3B購01,0,0,0,1.32,0,0
087676,保瑞永豐3C購02,0,0,0,2.63,0,0
087677,保瑞永豐41購01,0,0,0,1.96,0,0
087678,達發永豐3C購01,0,0,0,1.43,0,0
087679,達發永豐41購01,0,0,0,1.08,0,0
087680,達發永豐42購01,0,0,0,1.81,0,0
087681,愛普永豐3A購02,0,0,0,1.01,0,0
087682,愛普永豐3B購01,0,0,0,1.36,0,0
087683,愛普永豐41購01,0,0,0,1.94,0,0
087685,鼎基永豐3C購01,0,0,0,1.39,0,0
087686,明基材永豐3B購01,0,0,0,1.29,0,0
087687,富邦媒永豐3A購01,0,0,0,1.18,0,0
087688,美利達永豐3A購01,0,0,0,1.22,0,0
087689,中興電統一44購04,0,0,0,0.62,0,0
087690,大亞統一45購01,0,0,0,0.79,0,0
087692,勝一統一44購01,0,0,0,0.71,0,0
087693,勝一統一46購01,0,0,0,0.74,0,0
087699,鴻準統一44購04,0,0,0,0.65,0,0
087700,鴻準統一44購05,0,0,0,0.67,0,0
087701,志聖統一44購01,0,0,0,0.78,0,0
087702,志聖統一46購01,0,0,0,1.04,0,0
087704,創意統一44購01,0,0,0,0.77,0,0
087709,臻鼎統一44購04,0,0,0,0.6,0,0
087711,帆宣統一44購01,0,0,0,0.71,0,0
087712,聯茂統一43購02,0,0,0,0.82,0,0
087713,聯茂統一44購01,0,0,0,0.88,0,0
087714,保瑞統一4C購01,0,0,0,0.94,1,0
087715,達發統一44購01,0,0,0,0.73,0,0
087718,元金2X元富3A購01,0,0,0,0.96,0,0
087720,鴻準元富3A購02,0,0,0,1.64,0,0
087721,鴻準元富41購01,0,0,0,1.58,0,0
087723,一詮元富3B購02,0,0,0,2.12,0,0
087727,蔚華科元富3A購01,0,0,0,1.98,0,0
087728,創意元富3A購05,0,0,0,1.33,0,0
087730,創意元富3A購07,0,0,0,1.52,0,0
087733,洋華元富3A購02,0,0,0,1.4,0,0
087734,臻鼎元富3A購01,0,0,0,1.21,0,0
087737,帆宣元富3A購02,0,0,0,1.78,0,0
087738,佳必琪元富41購02,0,0,0,2.25,0,0
087739,聯茂元富3A購01,0,0,0,1.65,0,0
087740,保瑞元富3A購01,0,0,0,2.97,0,0
087741,保瑞元富3A購02,0,0,0,3.2,0,0
087742,保瑞元富41購01,0,0,0,3.55,0,0
087743,晶碩元富3A購02,0,0,0,1.24,0,0
087744,達發元富3A購01,0,0,0,1.93,0,0
087747,嘉基元富3A購01,0,0,0,1.29,0,0
087748,天虹元富3A購01,0,0,0,1.69,0,0
087753,中興電群益3A購08,0,0,0,1.6,0,0
087754,中興電群益3A購09,0,0,0,1.8,0,0
087757,亞德客群益3B購01,0,0,0,1.14,0,0
087758,華新群益3A購03,0,0,0,2.42,0,0
087759,大亞群益3A購01,0,0,0,1.45,0,0
087760,勝一群益3C購01,0,0,0,1.56,0,0
087761,第一銅群益3B購01,0,0,0,1.6,0,0
087765,鴻海群益3A購18,0,0,0,1.43,0,0
087766,鴻海群益3A購19,0,0,0,1.49,0,0
087767,鴻海群益3B購09,0,0,0,2.9,0,0
087769,旺宏群益3A購01,0,0,0,1.16,0,0
087773,藍天群益3A購01,0,0,0,2.7,0,0
087776,美律群益42購01,0,0,0,1.11,0,0
087779,盟立群益3A購01,0,0,0,2.05,0,0
087780,一詮群益3C購02,0,0,0,2.62,0,0
087781,瑞軒群益41購01,0,0,0,1.74,0,0
087782,國產群益3A購01,0,0,0,1.79,0,0
087783,華固群益3B購01,0,0,0,1.27,0,0
087784,漢翔群益3A購02,0,0,0,2.07,0,0
087786,王道銀群益3B購01,0,0,0,0.72,0,0
087791,創意群益3A購06,0,0,0,1.52,0,0
087796,炎洲群益3A購01,0,0,0,1.9,0,0
087799,凌華群益3C購01,0,0,0,2.03,0,0
087800,豐藝群益3C購01,0,0,0,1.18,0,0
087801,瑞祺群益3A購01,0,0,0,1.18,0,0
087802,保瑞群益3A購01,0,0,0,2.01,0,0
087803,保瑞群益3A購02,0,0,0,2.73,0,0
087804,保瑞群益3B購01,0,0,0,2.51,0,0
087805,保瑞群益3C購01,0,0,0,2.45,0,0
087806,愛普群益3B購02,0,0,0,1.54,0,0
087815,元黃金元大3C購01,0,0,0,1.28,0,0
087816,元日2X元大3C購02,0,0,0,0.87,0,0
087820,中興電元大3B購05,0,0,0,1.42,0,0
087821,中興電元大41購04,0,0,0,1.32,0,0
087824,亞德客元大41購01,0,0,0,0.82,0,0
087825,亞德客元大42購01,0,0,0,0.85,0,0
087826,亞德客元大44購01,0,0,0,0.99,0,0
087827,大山元大3A購01,0,0,0,1.86,0,0
087828,勝一元大3A購01,0,0,0,1.33,0,0
087829,勝一元大3A購02,0,0,0,1.4,0,0
087831,鴻海元大41購05,0,0,0,1.25,0,0
087832,鴻海元大44購02,0,0,0,1.06,0,0
087833,廣宇元大3B購01,0,0,0,1.67,0,0
087835,鴻準元大3A購01,0,0,0,1.01,0,0
087836,鴻準元大3A購02,0,0,0,1.66,0,0
087838,鴻準元大3C購01,0,0,0,1.6,0,0
087840,藍天元大3A購01,0,0,0,2.18,0,0
087841,大同元大3B購02,0,0,0,2.09,0,0
087842,大同元大41購02,0,0,0,1.98,0,0
087843,億光元大3A購01,0,0,0,1.81,0,0
087844,盟立元大3A購01,0,0,0,2.27,35,0
087845,盟立元大3B購01,0,0,0,2.22,35,0
087846,國產元大3A購01,0,0,0,1.81,0,0
087847,華固元大3A購01,0,0,0,0.85,0,0
087849,神基元大41購03,0,0,0,1,0,0
087850,華立元大3C購01,0,0,0,0.82,0,0
087851,嘉晶元大3A購01,0,0,0,1.24,0,0
087855,德律元大3A購01,0,0,0,1.66,0,0
087856,威健元大3A購01,0,0,0,1.87,0,0
087857,蔚華科元大3A購01,0,0,0,1.78,0,0
087858,融程電元大3A購01,0,0,0,0.58,0,0
087859,洋華元大3A購01,0,0,0,1.49,0,0
087860,洋華元大3A購02,0,0,0,1.48,0,0
087861,炎洲元大3C購01,0,0,0,1.09,0,0
087862,瑞智元大3A購01,0,0,0,1.06,0,0
087863,三福化元大3B購01,0,0,0,0.75,0,0
087865,聯德元大3A購01,0,0,0,0.91,0,0
087866,臻鼎元大3B購01,0,0,0,0.59,0,0
087867,臻鼎元大41購01,0,0,0,0.55,0,0
087868,臻鼎元大41購02,0,0,0,0.58,0,0
087869,臻鼎元大41購03,0,0,0,0.82,0,0
087871,東科元大3A購02,0,0,0,0.89,0,0
087874,崇越元大3A購01,0,0,0,1.35,0,0
087875,凌華元大3B購01,0,0,0,2.81,0,0
087876,帆宣元大3B購01,0,0,0,1.07,0,0
087877,帆宣元大41購01,0,0,0,1.3,0,0
087878,帆宣元大41購02,0,0,0,1.23,0,0
087879,保瑞元大3A購01,0,0,0,2.76,0,0
087880,保瑞元大3A購02,0,0,0,1.65,0,0
087881,保瑞元大3B購01,0,0,0,2.06,0,0
087882,晶碩元大3B購01,0,0,0,1.31,0,0
087883,晶碩元大41購01,0,0,0,1.2,0,0
087884,達發元大3A購01,0,0,0,1.26,0,0
087887,富邦媒元大3A購02,0,0,0,1.5,0,0
087888,台汽電元大3B購01,0,0,0,1.34,0,0
087889,台汽電元大41購01,0,0,0,1.44,0,0
087890,美利達元大3A購01,0,0,0,0.98,0,0
087894,科技息中信41購01,0,0,0,0.75,0,0
087895,亞力中信41購01,0,0,0,1.12,0,0
087896,第一銅中信3A購01,0,0,0,1.07,0,0
087903,亞力永豐3C購03,0,0,0,2.15,0,0
087909,台積電永豐44購01,0,0,0,1.15,0,0
087912,長榮永豐42購01,0,0,0,2.59,0,0
087915,奇鋐永豐3C購02,0,0,0,2.71,0,0
087919,崇越永豐3C購01,0,0,0,2.01,0,0
087923,采鈺永豐3C購01,0,0,0,1.13,0,0
087926,保瑞台新3A購01,0,0,0,1.35,0,0
087932,群創兆豐3C購01,0,0,0,0.81,0,0
087934,中興電群益3A購11,0,0,0,1.85,0,0
087935,亞力群益3C購01,0,0,0,1.98,0,0
087943,佳能群益3A購01,0,0,0,3.59,0,0
087944,佳能群益3B購01,0,0,0,3.3,0,0
087946,盟立群益3C購01,0,0,0,2.1,0,0
087955,臻鼎群益3B購01,0,0,0,0.86,0,0
087957,帆宣群益3A購01,0,0,0,1.35,0,0
087959,帆宣群益3B購01,0,0,0,1.28,0,0
087960,聯茂群益3C購02,0,0,0,1.63,0,0
087961,聯茂群益42購01,0,0,0,1.52,0,0
087970,亞力富邦3C購01,0,0,0,1.4,0,0
087977,信邦富邦3C購01,0,0,0,0.76,0,0
087978,創意富邦3C購01,0,0,0,0.89,0,0
087982,保瑞富邦3C購01,0,0,0,1.15,0,0
087984,臺股指富邦41購05,0,0,0,1.16,0,0
087988,台塑凱基3A購01,0,0,0,0.93,0,0
087991,亞德客凱基44購01,0,0,0,1.03,0,0
087992,大山凱基3A購01,0,0,0,0.96,0,0
087994,第一銅凱基3A購01,0,0,0,1.62,0,0
087996,鴻海凱基3A購11,0,0,0,0.75,0,0
088004,億光凱基3A購01,0,0,0,1.22,0,0
088005,毅嘉凱基3C購01,0,0,0,0.9,0,0
088007,美律凱基41購01,0,0,0,0.82,0,0
088011,國產凱基3A購01,0,0,0,1.04,0,0
088013,信邦凱基3A購02,0,0,0,0.86,0,0
088020,帆宣凱基3B購01,0,0,0,0.69,0,0
088023,迅得凱基43購01,0,0,0,0.88,0,0
088024,保瑞凱基3A購02,0,0,0,1.12,0,0
088025,愛普凱基3A購03,0,0,0,0.75,0,0
088026,力積電凱基3A購01,0,0,0,1.04,0,0
088028,富鼎凱基3A購01,0,0,0,0.75,0,0
088038,聯茂元富3A購02,0,0,0,2.18,0,0
088040,堤維西國票3C購01,0,0,0,1.46,0,0
088044,盟立國票3B購01,0,0,0,2.91,0,0
088046,蔚華科國票3A購01,0,0,0,1.68,0,0
088050,台耀國票3B購02,0,0,0,1.91,0,0
088055,凌華國票3B購01,0,0,0,1.97,0,0
088058,亞力國泰3C購01,0,0,0,1.1,0,0
088060,華新國泰3C購01,0,0,0,1.89,0,0
088065,聯鈞國泰3C購01,0,0,0,1.04,0,0
088071,香港2X元大3C購02,0,0,0,1.01,0,0
088075,東元元大3A購03,0,0,0,1.73,0,0
088076,中興電元大3B購06,0,0,0,1.52,0,0
088078,亞力元大3B購01,0,0,0,1.29,0,0
088079,大亞元大3B購03,0,0,0,1.59,0,0
088080,聯電元大3B購02,0,0,0,1.96,0,0
088081,聯電元大41購02,0,0,0,1.9,0,0
088084,鴻海元大3B購06,0,0,0,0.89,0,0
088086,鴻海元大44購03,0,0,0,0.86,0,0
088088,燿華元大3B購02,0,0,0,1.1,0,0
088099,玉晶光元大3B購02,0,0,0,1.29,0,0
088102,和碩元大3B購02,0,0,0,0.81,0,0
088105,帆宣元大3A購01,0,0,0,0.97,0,0
088106,帆宣元大41購03,0,0,0,1.16,0,0
088108,矽力元大3A購06,0,0,0,2.52,0,0
088113,保瑞元大3B購02,0,0,0,2.09,0,0
088114,保瑞元大41購01,0,0,0,2.31,0,0
088122,臺股指元大3A購48,0,0,0,1.67,0,0
08818U,元黃金國票35售01,0,0,0,0.01,0,0
08924U,康舒永豐34售02,0,0,0,0.67,0,0
08926U,光寶科群益36售04,0,0,0,0.65,0,0
08982U,智邦群益34售02,0,0,0,0.02,0,0
1101,台泥,25,17,811250,32.45,36,0
1101B,台泥乙特,0,0,0,48.5,0,0
1102,亞泥,3,3,126000,42,0,5
1103,嘉泥,0,0,0,17.65,1,0
1104,環泥,3,2,100350,33.45,42,0
1108,幸福,5,5,82250,16.45,0,0
1109,信大,0,0,0,19.75,2,0
1110,東泥,2,1,36800,18.4,25,0
1201,味全,0,0,0,18.9,0,0
1203,味王,0,0,0,49.85,0,0
1210,大成,2,2,116000,58,0,0
1213,大飲,0,0,0,7.19,0,0
1215,卜蜂,1,1,110500,110.5,0,0
1216,統一,4,4,306000,76.5,0,6
1217,愛之味,1,1,11950,11.95,3,0
1218,泰山,2,1,44000,22,6,0
1219,福壽,0,0,0,18.85,0,1
1220,台榮,2,2,30400,15.2,0,3
1225,福懋油,0,0,0,56.7,0,0
1227,佳格,3,3,116100,38.7,0,0
1229,聯華,0,0,0,67.8,10,0
1231,聯華食,1,1,98200,98.2,0,0
1232,大統益,0,0,0,146,1,0
1233,天仁,0,0,0,33.8,0,0
1234,黑松,2,1,84100,42.05,21,0
1235,興泰,0,0,0,82.9,0,0
1236,宏亞,0,0,0,23.45,0,0
1256,鮮活果汁-KY,0,0,0,234.5,0,0
1301,台塑,8,8,572000,71.5,0,1
1303,南亞,20,13,1172000,58.6,0,105
1304,台聚,9,8,149400,16.6,6,0
1305,華夏,12,4,228000,19,5,0
1307,三芳,3,3,91200,30.4,1,0
1308,亞聚,1,1,19800,19.8,16,0
1309,台達化,0,0,0,16.15,4,0
1310,台苯,1,1,13550,13.55,5,0
1312,國喬,8,6,108400,13.55,43,0
1313,聯成,0,0,0,13.5,45,0
1314,中石化,76,40,746320,9.82,98,0
1315,達新,0,0,0,73.5,2,0
1316,上曜,17,10,340000,20,44,0
1319,東陽,6,5,735000,122.5,16,0
1321,大洋,0,0,0,35,0,0
1323,永裕,0,0,0,31,0,0
1324,地球,0,0,0,15.3,0,0
1325,恆大,1,1,29250,29.25,2,0
1326,台化,2,2,111800,55.9,0,2
1337,再生-KY,0,0,0,7.17,7,0
1338,廣華-KY,0,0,0,35.65,2,0
1339,昭輝,0,0,0,71.2,10,0
1340,勝悅-KY,0,0,0,10,2,0
1341,富林-KY,0,0,0,63.2,0,12
1342,八貫,0,0,0,132.5,0,0
1402,遠東新,11,2,361900,32.9,0,0
1409,新纖,0,0,0,15.95,10,0
1410,南染,0,0,0,35.6,0,0
1413,宏洲,0,0,0,9.05,0,0
1414,東和,0,0,0,18.85,0,0
1416,廣豐,1,1,12450,12.45,1,0
1417,嘉裕,6,4,69000,11.5,0,6
1418,東華,0,0,0,34,0,0
1419,新紡,0,0,0,46.8,5,0
1423,利華,0,0,0,31.05,0,1
1432,大魯閣,3,2,54900,18.3,0,3
1434,福懋,4,4,90800,22.7,0,1
1435,中福,0,0,0,49,0,0
1436,華友聯,1,1,108500,108.5,0,0
1437,勤益控,0,0,0,33.25,0,0
1438,三地開發,3,3,148950,49.65,1,0
1439,雋揚,0,0,0,26.9,0,0
1440,南紡,7,5,113400,16.2,0,15
1441,大東,0,0,0,13.35,0,0
1442,名軒,1,1,45050,45.05,2,0
1443,立益物流,0,0,0,28.95,0,0
1444,力麗,3,2,27720,9.24,0,44
1445,大宇,1,1,22150,22.15,11,0
1446,宏和,0,0,0,34.95,2,0
1447,力鵬,1,1,8030,8.03,0,5
1449,佳和,2,2,38900,19.45,7,0
1451,年興,0,0,0,19.4,5,0
1452,宏益,0,0,0,16.85,0,1
1453,大將,0,0,0,17.5,358,0
1454,台富,0,0,0,16.35,0,0
1455,集盛,7,6,102200,14.6,0,5
1456,怡華,2,2,42000,21,0,0
1457,宜進,0,0,0,20,0,1
1459,聯發,0,0,0,9.98,0,0
1460,宏遠,1,1,8350,8.35,0,6
1463,強盛,0,0,0,18.9,0,1
1464,得力,0,0,0,13.2,0,0
1465,偉全,0,0,0,15.3,0,1
1466,聚隆,0,0,0,12.8,0,0
1467,南緯,4,2,46600,11.65,12,0
1468,昶和,0,0,0,13.7,0,0
1470,大統新創,0,0,0,20,0,0
1471,首利,0,0,0,16,17,0
1472,三洋實業,0,0,0,72.9,0,0
1473,台南,0,0,0,31.45,0,0
1474,弘裕,0,0,0,12.35,0,0
1475,業旺,0,0,0,50,0,0
1476,儒鴻,0,0,0,545,3,0
1477,聚陽,0,0,0,376,1,0
1503,士電,5,5,1722500,344.5,249,0
1504,東元,109,62,6213000,57,8,0
1506,正道,0,0,0,16.1,3,0
1512,瑞利,0,0,0,10.6,0,0
1513,中興電,121,94,22385000,185,1007,0
1514,亞力,3,3,384000,128,5502,0
1515,力山,9,8,449100,49.9,3,0
1516,川飛,0,0,0,17.1,0,0
1517,利奇,1,1,16050,16.05,0,0
1519,華城,0,0,0,853,1296,0
1521,大億,0,0,0,39.6,1,0
1522,堤維西,8,8,465600,58.2,14,0
1524,耿鼎,17,16,634100,37.3,0,4
1525,江申,0,0,0,73.6,0,0
1526,日馳,0,0,0,33.8,1,0
1527,鑽全,1,1,43150,43.15,23,0
1528,恩德,0,0,0,13.2,6,0
1529,樂事綠能,14,10,494900,35.35,0,8
1530,亞崴,0,0,0,32.1,0,0
1531,高林股,0,0,0,13.4,1,0
1532,勤美,1,1,38400,38.4,3,0
1533,車王電,0,0,0,47.9,0,1
1535,中宇,1,1,74300,74.3,1,0
1536,和大,0,0,0,52.4,0,1
1537,廣隆,0,0,0,139,2,0
1538,正峰,0,0,0,18.95,0,0
1539,巨庭,4,3,101200,25.3,0,0
1540,喬福,0,0,0,19.35,6,0
1541,錩泰,0,0,0,32.05,0,1
1558,伸興,0,0,0,97.6,1,0
1560,中砂,7,7,1809500,258.5,0,1
1568,倉佑,0,0,0,30.9,4,0
1582,信錦,7,6,625100,89.3,0,18
